sample_index,elapsed_ms,code
9,0.001175,0
10,0.001259,0
11,0.001231,0
12,0.001235,0
13,0.001187,0
14,0.001184,0
15,0.001292,0
16,0.001274,0
17,0.001362,0
18,0.001318,0
19,0.001282,0
20,0.001276,0
21,0.001346,0
22,0.001296,0
23,0.001279,0
24,0.001293,0
25,0.001305,0
26,0.00129,0
27,0.001317,0
28,0.001268,0
29,0.001291,0
30,0.001391,0
31,0.001303,0
32,0.001287,0
33,0.001286,0
34,0.001352,0
35,0.001305,0
36,0.001276,0
37,0.001292,0
38,0.001274,0
39,0.001268,0
40,0.001297,0
41,0.001332,0
42,0.001321,0
43,0.001276,0
44,0.001297,0
45,0.001325,0
46,0.001522,0
47,0.001305,0
48,0.001309,0
49,0.001305,0
50,0.001305,0
51,0.001404,0
52,0.001273,0
53,0.001273,0
54,0.001245,0
55,0.001378,0
56,0.001224,0
57,0.001282,0
58,0.001322,0
59,0.001262,0
60,0.001283,0
61,0.001291,0
62,0.001287,0
63,0.001298,0
64,0.0013,0
65,0.001287,0
66,0.001255,0
67,0.001277,0
68,0.001259,0
69,0.001311,0
70,0.001273,0
71,0.001344,0
72,0.001271,0
73,0.001294,0
74,0.001353,0
75,0.001329,0
76,0.001295,0
77,0.001272,0
78,0.001249,0
79,0.001264,0
80,0.001465,0
81,0.001275,0
82,0.001302,0
83,0.001301,0
84,0.001325,0
85,0.001294,0
86,0.001276,0
87,0.001316,0
88,0.001282,0
89,0.001304,0
90,0.001314,0
91,0.001338,0
92,0.001261,0
93,0.001301,0
94,0.001278,0
95,0.001264,0
96,0.001279,0
97,0.001299,0
98,0.001321,0
99,0.001321,0
100,0.001235,0
101,0.001332,0
102,0.00124,0
103,0.001274,0
104,0.001234,0
105,0.001297,0
106,0.001273,0
107,0.001268,0
108,0.001287,0
109,0.001291,0
110,0.001379,0
111,0.001297,0
112,0.001308,0
113,0.001252,0
114,0.001338,0
0,0.001235,0
1,0.001239,0
2,0.001286,0
3,0.001206,0
4,0.001209,0
5,0.001209,0
6,0.001207,0
7,0.001239,0
8,0.001203,0
9,0.001234,0
10,0.001174,0
11,0.001199,0
12,0.001175,0
13,0.001149,0
14,0.001222,0
15,0.001253,0
16,0.001371,0
17,0.001282,0
18,0.001257,0
19,0.001269,0
20,0.001301,0
21,0.001273,0
22,0.001257,0
23,0.001318,0
24,0.001294,0
25,0.001268,0
26,0.001302,0
27,0.001306,0
28,0.001292,0
29,0.001327,0
30,0.001283,0
31,0.001259,0
32,0.001294,0
33,0.001283,0
34,0.00127,0
35,0.001304,0
36,0.001253,0
37,0.001295,0
38,0.001241,0
39,0.001324,0
40,0.00128,0
41,0.001301,0
42,0.001312,0
43,0.001326,0
44,0.001264,0
45,0.001283,0
46,0.001243,0
47,0.001324,0
48,0.001266,0
49,0.001298,0
50,0.001277,0
51,0.001314,0
52,0.001254,0
53,0.001285,0
54,0.001315,0
55,0.001284,0
56,0.001268,0
57,0.001279,0
58,0.00133,0
59,0.001273,0
60,0.001265,0
61,0.001278,0
62,0.001258,0
63,0.001305,0
64,0.001377,0
65,0.001344,0
66,0.001485,0
67,0.001464,0
68,0.001321,0
69,0.001324,0
70,0.001263,0
71,0.001278,0
72,0.001312,0
73,0.001305,0
74,0.001251,0
75,0.001332,0
76,0.001257,0
77,0.00128,0
78,0.001306,0
79,0.001239,0
80,0.001268,0
81,0.001266,0
82,0.001316,0
83,0.001331,0
84,0.001303,0
85,0.00126,0
86,0.001289,0
87,0.001253,0
88,0.00124,0
89,0.017499,0
90,0.002509,0
91,0.001465,0
92,0.001298,0
93,0.001315,0
94,0.001328,0
95,0.001339,0
96,0.00136,0
97,0.001299,0
98,0.001428,0
99,0.001271,0
100,0.001307,0
101,0.001325,0
102,0.00129,0
103,0.001271,0
104,0.001336,0
105,0.0013,0
106,0.001328,0
107,0.001342,0
108,0.001386,0
109,0.001496,0
110,0.001289,0
111,0.00135,0
112,0.001357,0
113,0.001348,0
114,0.001339,0
0,0.001277,0
1,0.001274,0
2,0.001366,0
3,0.001242,0
4,0.001215,0
5,0.001289,0
6,0.001216,0
7,0.001332,0
8,0.00124,0
9,0.001207,0
10,0.001215,0
11,0.00119,0
12,0.001212,0
13,0.001247,0
14,0.017637,0
15,0.001541,0
16,0.001404,0
17,0.001314,0
18,0.001419,0
19,0.001298,0
20,0.001299,0
21,0.001389,0
22,0.001329,0
23,0.00132,0
24,0.001351,0
25,0.001289,0
26,0.001342,0
27,0.001283,0
28,0.001393,0
29,0.001304,0
30,0.001451,0
31,0.001337,0
32,0.001443,0
33,0.001327,0
34,0.001321,0
35,0.001342,0
36,0.001356,0
37,0.001337,0
38,0.001308,0
39,0.001335,0
40,0.001376,0
41,0.001366,0
42,0.001267,0
43,0.001423,0
44,0.001436,0
45,0.001316,0
46,0.001423,0
47,0.001314,0
48,0.001332,0
49,0.001304,0
50,0.001281,0
51,0.001379,0
52,0.001269,0
53,0.001263,0
54,0.001281,0
55,0.001335,0
56,0.001325,0
57,0.001304,0
58,0.001328,0
59,0.001435,0
60,0.00132,0
61,0.001335,0
62,0.001273,0
63,0.001282,0
64,0.001352,0
65,0.001247,0
66,0.001292,0
67,0.001345,0
68,0.001333,0
69,0.001288,0
70,0.001274,0
71,0.001338,0
72,0.00136,0
73,0.001308,0
74,0.001298,0
75,0.001335,0
76,0.001408,0
77,0.001335,0
78,0.001288,0
79,0.001328,0
80,0.001298,0
81,0.001375,0
82,0.001337,0
83,0.001385,0
84,0.001311,0
85,0.001338,0
86,0.001354,0
87,0.001354,0
88,0.001465,0
89,0.00134,0
90,0.001383,0
91,0.001357,0
92,0.001287,0
93,0.001294,0
94,0.001322,0
95,0.00129,0
96,0.001399,0
97,0.001332,0
98,0.001328,0
99,0.001297,0
100,0.001256,0
101,0.001401,0
102,0.001296,0
103,0.001329,0
104,0.001283,0
105,0.001343,0
106,0.001358,0
107,0.001325,0
108,0.00128,0
109,0.001315,0
110,0.001383,0
111,0.001296,0
112,0.001391,0
113,0.001389,0
114,0.001246,0
0,0.001265,0
1,0.001397,0
2,0.001404,0
3,0.001311,0
4,0.001248,0
5,0.001317,0
6,0.001267,0
7,0.00122,0
8,0.001209,0
9,0.001226,0
10,0.001256,0
11,0.001228,0
12,0.001337,0
13,0.001189,0
14,0.001238,0
15,0.001295,0
16,0.00154,0
17,0.001344,0
18,0.001301,0
19,0.001315,0
20,0.001363,0
21,0.001352,0
22,0.001374,0
23,0.00135,0
24,0.001387,0
25,0.001442,0
26,0.001384,0
27,0.001339,0
28,0.001333,0
29,0.001334,0
30,0.001415,0
31,0.001358,0
32,0.001339,0
33,0.001477,0
34,0.001296,0
35,0.001355,0
36,0.001361,0
37,0.001305,0
38,0.001346,0
39,0.001344,0
40,0.001302,0
41,0.001352,0
42,0.001455,0
43,0.001354,0
44,0.001393,0
45,0.001323,0
46,0.001304,0
47,0.001354,0
48,0.00133,0
49,0.001372,0
50,0.001314,0
51,0.001371,0
52,0.001297,0
53,0.001287,0
54,0.001279,0
55,0.001416,0
56,0.001528,0
57,0.001408,0
58,0.001388,0
59,0.001368,0
60,0.001299,0
61,0.001352,0
62,0.001392,0
63,0.001347,0
64,0.001318,0
65,0.001395,0
66,0.001286,0
67,0.001358,0
68,0.001375,0
69,0.001362,0
70,0.001457,0
71,0.001369,0
72,0.001339,0
73,0.001304,0
74,0.0013,0
75,0.001388,0
76,0.001303,0
77,0.001333,0
78,0.001371,0
79,0.001296,0
80,0.001346,0
81,0.001399,0
82,0.001457,0
83,0.001435,0
84,0.001327,0
85,0.001339,0
86,0.001301,0
87,0.001438,0
88,0.001287,0
89,0.00132,0
90,0.001357,0
91,0.001412,0
92,0.001363,0
93,0.001445,0
94,0.001516,0
95,0.001322,0
96,0.001427,0
97,0.001336,0
98,0.001339,0
99,0.001371,0
100,0.001358,0
101,0.001421,0
102,0.001356,0
103,0.001483,0
104,0.001329,0
105,0.001375,0
106,0.001414,0
107,0.001323,0
108,0.001392,0
109,0.001376,0
110,0.001409,0
111,0.00145,0
112,0.001376,0
113,0.001338,0
114,0.001397,0
0,0.00134,0
1,0.001341,0
2,0.00135,0
3,0.001276,0
4,0.001303,0
5,0.001258,0
6,0.001288,0
7,0.001268,0
8,0.001336,0
9,0.001219,0
10,0.001287,0
11,0.001262,0
12,0.001299,0
13,0.001233,0
14,0.001224,0
15,0.001341,0
16,0.00136,0
17,0.001345,0
18,0.001375,0
19,0.001484,0
20,0.001363,0
21,0.001367,0
22,0.001311,0
23,0.001252,0
24,0.001292,0
25,0.001348,0
26,0.001326,0
27,0.001391,0
28,0.001295,0
29,0.001323,0
30,0.001561,0
31,0.001449,0
32,0.001388,0
33,0.001488,0
34,0.00144,0
35,0.001376,0
36,0.001351,0
37,0.001301,0
38,0.001279,0
39,0.001299,0
40,0.001302,0
41,0.001341,0
42,0.001313,0
43,0.001269,0
44,0.001311,0
45,0.001345,0
46,0.001297,0
47,0.001346,0
48,0.001372,0
49,0.001308,0
50,0.0013,0
51,0.001414,0
52,0.001323,0
53,0.001399,0
54,0.001454,0
55,0.001386,0
56,0.00137,0
57,0.001339,0
58,0.001367,0
59,0.001349,0
60,0.00135,0
61,0.001291,0
62,0.001337,0
63,0.001409,0
64,0.001312,0
65,0.0013,0
66,0.001283,0
67,0.001435,0
68,0.001369,0
69,0.001325,0
70,0.00136,0
71,0.001365,0
72,0.001308,0
73,0.001346,0
74,0.00129,0
75,0.001365,0
76,0.001336,0
77,0.001313,0
78,0.001296,0
79,0.001281,0
80,0.001363,0
81,0.001304,0
82,0.001277,0
83,0.001325,0
84,0.001351,0
85,0.001397,0
86,0.001284,0
87,0.001484,0
88,0.001362,0
89,0.001324,0
90,0.001292,0
91,0.001301,0
92,0.0013,0
93,0.001335,0
94,0.001349,0
95,0.001403,0
96,0.001403,0
97,0.001319,0
98,0.001314,0
99,0.001287,0
100,0.001217,0
101,0.001404,0
102,0.001273,0
103,0.001328,0
104,0.001345,0
105,0.001384,0
106,0.001415,0
107,0.001348,0
108,0.001353,0
109,0.001423,0
110,0.001431,0
111,0.001337,0
112,0.00137,0
113,0.001346,0
114,0.001379,0
0,0.001249,0
1,0.001346,0
2,0.001295,0
3,0.00123,0
4,0.001307,0
5,0.001235,0
6,0.001244,0
7,0.001261,0
8,0.001217,0
9,0.001225,0
10,0.001206,0
11,0.001243,0
12,0.001305,0
13,0.001192,0
14,0.001314,0
15,0.001262,0
16,0.001361,0
17,0.00133,0
18,0.00136,0
19,0.001328,0
20,0.001328,0
21,0.001383,0
22,0.0013,0
23,0.001295,0
24,0.001481,0
25,0.001362,0
26,0.00146,0
27,0.001325,0
28,0.001353,0
29,0.001329,0
30,0.001349,0
31,0.00132,0
32,0.001357,0
33,0.001369,0
34,0.001363,0
35,0.001257,0
36,0.001392,0
37,0.001279,0
38,0.001404,0
39,0.001311,0
40,0.001258,0
41,0.00129,0
42,0.001297,0
43,0.001311,0
44,0.001342,0
45,0.001348,0
46,0.001268,0
47,0.001425,0
48,0.001298,0
49,0.001302,0
50,0.001296,0
51,0.001404,0
52,0.001276,0
53,0.001291,0
54,0.001425,0
55,0.001313,0
56,0.001281,0
57,0.001294,0
58,0.001349,0
59,0.001378,0
60,0.001406,0
61,0.001393,0
62,0.001367,0
63,0.00139,0
64,0.001386,0
65,0.001332,0
66,0.001283,0
67,0.00132,0
68,0.001287,0
69,0.001439,0
70,0.001349,0
71,0.001306,0
72,0.001401,0
73,0.001428,0
74,0.001296,0
75,0.001318,0
76,0.001293,0
77,0.001339,0
78,0.001274,0
79,0.001334,0
80,0.001322,0
81,0.001391,0
82,0.001306,0
83,0.001351,0
84,0.001311,0
85,0.001291,0
86,0.001331,0
87,0.001435,0
88,0.001302,0
89,0.001289,0
90,0.00137,0
91,0.001317,0
92,0.001334,0
93,0.00133,0
94,0.001316,0
95,0.00131,0
96,0.001282,0
97,0.001304,0
98,0.00133,0
99,0.001354,0
100,0.001287,0
101,0.001341,0
102,0.001289,0
103,0.001318,0
104,0.001442,0
105,0.001426,0
106,0.00138,0
107,0.001332,0
108,0.001397,0
109,0.001271,0
110,0.001338,0
111,0.001337,0
112,0.001343,0
113,0.001334,0
114,0.001278,0
0,0.001278,0
1,0.001368,0
2,0.001314,0
3,0.001279,0
4,0.001246,0
5,0.001246,0
6,0.001285,0
7,0.001276,0
8,0.001321,0
9,0.001266,0
10,0.001314,0
11,0.001314,0
12,0.001247,0
13,0.0012,0
14,0.001279,0
15,0.001444,0
16,0.001343,0
17,0.001318,0
18,0.001319,0
19,0.001331,0
20,0.001336,0
21,0.001391,0
22,0.001325,0
23,0.001303,0
24,0.001352,0
25,0.001331,0
26,0.001317,0
27,0.001328,0
28,0.001344,0
29,0.001386,0
30,0.001348,0
31,0.001473,0
32,0.001316,0
33,0.001312,0
34,0.001384,0
35,0.001333,0
36,0.001385,0
37,0.001367,0
38,0.001305,0
39,0.001416,0
40,0.001317,0
41,0.001331,0
42,0.001375,0
43,0.001323,0
44,0.001441,0
45,0.001357,0
46,0.001324,0
47,0.001321,0
48,0.001351,0
49,0.001418,0
50,0.00135,0
51,0.001325,0
52,0.00141,0
53,0.001336,0
54,0.001283,0
55,0.001451,0
56,0.001316,0
57,0.001317,0
58,0.001309,0
59,0.001298,0
60,0.001344,0
61,0.001278,0
62,0.001409,0
63,0.001288,0
64,0.001329,0
65,0.001321,0
66,0.001343,0
67,0.001342,0
68,0.001356,0
69,0.001323,0
70,0.001296,0
71,0.001315,0
72,0.001298,0
73,0.001403,0
74,0.001301,0
75,0.001384,0
76,0.001398,0
77,0.001298,0
78,0.001348,0
79,0.001317,0
80,0.001413,0
81,0.001288,0
82,0.001385,0
83,0.001317,0
84,0.001358,0
85,0.001371,0
86,0.001347,0
87,0.00136,0
88,0.001384,0
89,0.001388,0
90,0.001328,0
91,0.001285,0
92,0.001298,0
93,0.001434,0
94,0.001405,0
95,0.001336,0
96,0.001364,0
97,0.001332,0
98,0.001406,0
99,0.001373,0
100,0.001306,0
101,0.001376,0
102,0.001263,0
103,0.001312,0
104,0.001287,0
105,0.001337,0
106,0.001303,0
107,0.001497,0
108,0.001367,0
109,0.001273,0
110,0.001382,0
111,0.001406,0
112,0.001378,0
113,0.001259,0
114,0.001342,0
0,0.001449,0
1,0.001479,0
2,0.001344,0
3,0.001239,0
4,0.001273,0
5,0.001207,0
6,0.00129,0
7,0.001336,0
8,0.001259,0
9,0.001278,0
10,0.001275,0
11,0.001283,0
12,0.001248,0
13,0.001235,0
14,0.001208,0
15,0.001398,0
16,0.001351,0
17,0.001446,0
18,0.001392,0
19,0.001296,0
20,0.001307,0
21,0.001346,0
22,0.001307,0
23,0.001331,0
24,0.001286,0
25,0.001365,0
26,0.001295,0
27,0.001312,0
28,0.00134,0
29,0.001291,0
30,0.001372,0
31,0.001316,0
32,0.00138,0
33,0.001293,0
34,0.001304,0
35,0.001273,0
36,0.001328,0
37,0.001328,0
38,0.001281,0
39,0.00132,0
40,0.001308,0
41,0.00136,0
42,0.001298,0
43,0.001352,0
44,0.001354,0
45,0.001256,0
46,0.001257,0
47,0.001334,0
48,0.001332,0
49,0.001357,0
50,0.001387,0
51,0.001348,0
52,0.00132,0
53,0.001433,0
54,0.001289,0
55,0.001377,0
56,0.001305,0
57,0.001324,0
58,0.001298,0
59,0.001346,0
60,0.0013,0
61,0.001315,0
62,0.001322,0
63,0.001344,0
64,0.001384,0
65,0.001381,0
66,0.001317,0
67,0.001354,0
68,0.001371,0
69,0.001351,0
70,0.001292,0
71,0.001336,0
72,0.001332,0
73,0.001306,0
74,0.001291,0
75,0.001319,0
76,0.001311,0
77,0.001396,0
78,0.001284,0
79,0.001341,0
80,0.001325,0
81,0.001295,0
82,0.001314,0
83,0.0015,0
84,0.001314,0
85,0.001305,0
86,0.001343,0
87,0.018062,0
88,0.001914,0
89,0.001375,0
90,0.001396,0
91,0.001271,0
92,0.001241,0
93,0.001385,0
94,0.001321,0
95,0.001314,0
96,0.001327,0
97,0.001317,0
98,0.001327,0
99,0.001338,0
100,0.001334,0
101,0.00136,0
102,0.001271,0
103,0.001298,0
104,0.00129,0
105,0.001276,0
106,0.001251,0
107,0.001299,0
108,0.001287,0
109,0.001307,0
110,0.001305,0
111,0.001317,0
112,0.001319,0
113,0.001263,0
114,0.0013,0
0,0.001255,0
1,0.00126,0
2,0.001271,0
3,0.001233,0
4,0.001201,0
5,0.001214,0
6,0.001231,0
7,0.001279,0
8,0.001243,0
9,0.001185,0
10,0.001205,0
11,0.001214,0
12,0.00119,0
13,0.001184,0
14,0.00116,0
15,0.001333,0
16,0.001344,0
17,0.001283,0
18,0.001243,0
19,0.001244,0
20,0.001261,0
21,0.00131,0
22,0.001268,0
23,0.001271,0
24,0.001271,0
25,0.00128,0
26,0.001311,0
27,0.001256,0
28,0.001304,0
29,0.001224,0
30,0.00133,0
31,0.001288,0
32,0.001302,0
33,0.001242,0
34,0.001257,0
35,0.00128,0
36,0.001297,0
37,0.001281,0
38,0.001251,0
39,0.001258,0
40,0.001282,0
41,0.001295,0
42,0.001344,0
43,0.001303,0
44,0.001286,0
45,0.001283,0
46,0.001314,0
47,0.001293,0
48,0.001328,0
49,0.001318,0
50,0.001259,0
51,0.0013,0
52,0.001369,0
53,0.0013,0
54,0.001305,0
55,0.00128,0
56,0.001278,0
57,0.001351,0
58,0.001261,0
59,0.001362,0
60,0.001245,0
61,0.001286,0
62,0.001309,0
63,0.0013,0
64,0.001295,0
65,0.001345,0
66,0.001296,0
67,0.001272,0
68,0.00132,0
69,0.001272,0
70,0.001274,0
71,0.001275,0
72,0.001293,0
73,0.001318,0
74,0.001308,0
75,0.001415,0
76,0.001334,0
77,0.001308,0
78,0.001266,0
79,0.001331,0
80,0.001297,0
81,0.001311,0
82,0.001313,0
83,0.001301,0
84,0.001263,0
85,0.00133,0
86,0.001287,0
87,0.001353,0
88,0.001353,0
89,0.001314,0
90,0.001249,0
91,0.001304,0
92,0.001251,0
93,0.001344,0
94,0.001274,0
95,0.001308,0
96,0.001367,0
97,0.001289,0
98,0.001293,0
99,0.001285,0
100,0.001294,0
101,0.001335,0
102,0.00125,0
103,0.001253,0
104,0.001279,0
105,0.001318,0
106,0.001258,0
107,0.001292,0
108,0.001562,0
109,0.001333,0
110,0.001346,0
111,0.001318,0
112,0.001276,0
113,0.001315,0
114,0.001312,0
0,0.001253,0
1,0.001266,0
2,0.001255,0
3,0.001233,0
4,0.001208,0
5,0.001303,0
6,0.001256,0
7,0.001213,0
8,0.00122,0
9,0.001219,0
10,0.001245,0
11,0.001245,0
12,0.001213,0
13,0.001255,0
14,0.001233,0
15,0.001323,0
16,0.001468,0
17,0.001399,0
18,0.001279,0
19,0.001254,0
20,0.001296,0
21,0.001315,0
22,0.001292,0
23,0.001293,0
24,0.001257,0
25,0.001246,0
26,0.001273,0
27,0.001282,0
28,0.001304,0
29,0.001329,0
30,0.001343,0
31,0.001332,0
32,0.001319,0
33,0.001289,0
34,0.00125,0
35,0.001336,0
36,0.001305,0
37,0.001349,0
38,0.001324,0
39,0.001283,0
40,0.001296,0
41,0.001389,0
42,0.001259,0
43,0.001277,0
44,0.001334,0
45,0.001284,0
46,0.001284,0
47,0.00134,0
48,0.001274,0
49,0.001332,0
50,0.001301,0
51,0.001315,0
52,0.001277,0
53,0.001388,0
54,0.0013,0
55,0.001298,0
56,0.001246,0
57,0.001279,0
58,0.001292,0
59,0.001298,0
60,0.001274,0
61,0.001295,0
62,0.001288,0
63,0.001284,0
64,0.001309,0
65,0.001362,0
66,0.001297,0
67,0.001263,0
68,0.001297,0
69,0.001357,0
70,0.001259,0
71,0.001316,0
72,0.001312,0
73,0.001303,0
74,0.001304,0
75,0.001323,0
76,0.001256,0
77,0.001355,0
78,0.001256,0
79,0.001284,0
80,0.00132,0
81,0.001293,0
82,0.001256,0
83,0.00137,0
84,0.001302,0
85,0.001262,0
86,0.001372,0
87,0.001296,0
88,0.001275,0
89,0.001348,0
90,0.001269,0
91,0.001304,0
92,0.001377,0
93,0.001248,0
94,0.0013,0
95,0.001344,0
96,0.001264,0
97,0.001302,0
98,0.001329,0
99,0.001243,0
100,0.001223,0
101,0.001332,0
102,0.001284,0
103,0.001274,0
104,0.001267,0
105,0.001277,0
106,0.001281,0
107,0.001425,0
108,0.001285,0
109,0.001326,0
110,0.001277,0
111,0.001295,0
112,0.001246,0
113,0.001273,0
114,0.001243,0
0,0.001252,0
1,0.001299,0
2,0.001254,0
3,0.001262,0
4,0.001222,0
5,0.001206,0
6,0.001215,0
7,0.001238,0
8,0.001236,0
9,0.001254,0
10,0.001324,0
11,0.00121,0
12,0.001202,0
13,0.001217,0
14,0.001197,0
15,0.001288,0
16,0.001316,0
17,0.00137,0
18,0.001329,0
19,0.001282,0
20,0.001264,0
21,0.001303,0
22,0.001271,0
23,0.001263,0
24,0.001279,0
25,0.001312,0
26,0.001303,0
27,0.001283,0
28,0.001339,0
29,0.001266,0
30,0.001293,0
31,0.001309,0
32,0.001323,0
33,0.001266,0
34,0.001296,0
35,0.001245,0
36,0.001302,0
37,0.001304,0
38,0.001272,0
39,0.001333,0
40,0.001296,0
41,0.001335,0
42,0.001266,0
43,0.001304,0
44,0.001263,0
45,0.00127,0
46,0.001281,0
47,0.00133,0
48,0.001335,0
49,0.001286,0
50,0.001267,0
51,0.001306,0
52,0.001356,0
53,0.001297,0
54,0.001301,0
55,0.001357,0
56,0.001243,0
57,0.001292,0
58,0.001375,0
59,0.001293,0
60,0.001236,0
61,0.001284,0
62,0.001309,0
63,0.001267,0
64,0.001343,0
65,0.001334,0
66,0.001302,0
67,0.001279,0
68,0.00131,0
69,0.001287,0
70,0.001341,0
71,0.001298,0
72,0.001363,0
73,0.001284,0
74,0.001259,0
75,0.001303,0
76,0.001279,0
77,0.001312,0
78,0.001269,0
79,0.001315,0
80,0.001259,0
81,0.001295,0
82,0.001313,0
83,0.00127,0
84,0.001283,0
85,0.001302,0
86,0.001306,0
87,0.001301,0
88,0.001276,0
89,0.001359,0
90,0.001343,0
91,0.001364,0
92,0.001278,0
93,0.001297,0
94,0.001351,0
95,0.001347,0
96,0.001343,0
97,0.00132,0
98,0.001357,0
99,0.001282,0
100,0.001306,0
101,0.001344,0
102,0.00126,0
103,0.001383,0
104,0.001279,0
105,0.001304,0
106,0.001305,0
107,0.00154,0
108,0.001305,0
109,0.001288,0
110,0.001315,0
111,0.001254,0
112,0.001299,0
113,0.001305,0
114,0.001365,0
0,0.001273,0
1,0.001277,0
2,0.001268,0
3,0.00127,0
4,0.001247,0
5,0.001242,0
6,0.001276,0
7,0.001225,0
8,0.001198,0
9,0.001224,0
10,0.001266,0
11,0.001233,0
12,0.00122,0
13,0.001228,0
14,0.001226,0
15,0.001391,0
16,0.001349,0
17,0.001263,0
18,0.00137,0
19,0.001267,0
20,0.0013,0
21,0.00136,0
22,0.00133,0
23,0.001242,0
24,0.001317,0
25,0.001302,0
26,0.00129,0
27,0.001273,0
28,0.001285,0
29,0.001276,0
30,0.00141,0
31,0.001448,0
32,0.001324,0
33,0.001287,0
34,0.001302,0
35,0.001294,0
36,0.001313,0
37,0.001299,0
38,0.001404,0
39,0.001297,0
40,0.001308,0
41,0.001278,0
42,0.00131,0
43,0.001342,0
44,0.001289,0
45,0.001328,0
46,0.001307,0
47,0.001354,0
48,0.001359,0
49,0.001297,0
50,0.001433,0
51,0.001376,0
52,0.001243,0
53,0.001254,0
54,0.001387,0
55,0.001306,0
56,0.001249,0
57,0.001304,0
58,0.001355,0
59,0.001342,0
60,0.001305,0
61,0.001283,0
62,0.0013,0
63,0.00144,0
64,0.001264,0
65,0.001312,0
66,0.001295,0
67,0.001317,0
68,0.001276,0
69,0.001411,0
70,0.001259,0
71,0.00137,0
72,0.001369,0
73,0.001328,0
74,0.001243,0
75,0.001334,0
76,0.001274,0
77,0.001317,0
78,0.001294,0
79,0.00124,0
80,0.001291,0
81,0.001305,0
82,0.00128,0
83,0.0014,0
84,0.001431,0
85,0.00126,0
86,0.001338,0
87,0.001329,0
88,0.001348,0
89,0.001309,0
90,0.001318,0
91,0.001311,0
92,0.00128,0
93,0.001288,0
94,0.001282,0
95,0.001281,0
96,0.001308,0
97,0.001268,0
98,0.001364,0
99,0.001275,0
100,0.001259,0
101,0.001318,0
102,0.001321,0
103,0.001245,0
104,0.001257,0
105,0.001298,0
106,0.001277,0
107,0.001322,0
108,0.001319,0
109,0.001228,0
110,0.001337,0
111,0.001306,0
112,0.001312,0
113,0.001301,0
114,0.001518,0
0,0.001264,0
1,0.001241,0
2,0.001308,0
3,0.001234,0
4,0.001229,0
5,0.001238,0
6,0.001224,0
7,0.001212,0
8,0.001291,0
9,0.001189,0
10,0.001227,0
11,0.001269,0
12,0.001182,0
13,0.00118,0
14,0.001211,0
15,0.001281,0
16,0.001325,0
17,0.001354,0
18,0.001303,0
19,0.001309,0
20,0.001305,0
21,0.001287,0
22,0.001296,0
23,0.00132,0
24,0.001286,0
25,0.001314,0
26,0.001285,0
27,0.001261,0
28,0.001297,0
29,0.001301,0
30,0.001285,0
31,0.001258,0
32,0.001346,0
33,0.001297,0
34,0.00129,0
35,0.001337,0
36,0.0013,0
37,0.001294,0
38,0.001354,0
39,0.001297,0
40,0.001291,0
41,0.00136,0
42,0.001266,0
43,0.001255,0
44,0.00133,0
45,0.001247,0
46,0.001316,0
47,0.001321,0
48,0.001354,0
49,0.001317,0
50,0.001305,0
51,0.001342,0
52,0.001271,0
53,0.00128,0
54,0.001284,0
55,0.001357,0
56,0.001294,0
